"IDPIF","SUPQUEMADA","MUERTOS","HERIDOS","COMUNIDAD","PROVINCIA","COMARCA","MUNICIPIO","LATITUD","LONGITUD","FECHA","TIME_CTRL","TIME_EXT","IDGRUPOCAUSA","DESC_CAUSA","PERSONAL","PESADOS","AEREOS","GASTOS_EXT","PERDIDAS"
"2004320986","368.0000","0","0","GALICIA","OURENSE","O RIBEIRO-ARENTEIRO","O IRIXO","42.50411400","-8.17199200","2004-03-28","490","560","4","Sin datos","33","6","5","0","728527"
"2006321055","366.0000","0","0","GALICIA","OURENSE","VALDEORRAS-TRIVES","CHANDREXA DE QUEIXA","42.21825000","-7.36925200","2006-08-08","7790","8900","4","Provocados por pastores y ganaderos para regenerar el pasto","22","0","0","0","0"
"2009321665","365.0000","0","0","GALICIA","OURENSE","O RIBEIRO-ARENTEIRO","PIÑOR","42.53796000","-8.05916900","2009-09-29","1249","1512","5","CAUSA DESCONOCIDA","161","19","18","0","0"
"2003060185","362.0000","0","0","EXTREMADURA","BADAJOZ","LA SERENA","CABEZA DEL BUEY","38.63744000","-5.29920300","2003-07-03","338","1243","4","Sin datos","150","13","0","0","0"
"2009490528","360.0000","0","0","CASTILLA Y LEON","ZAMORA","ALCAÑICES","VILLALCAMPO","41.52500100","-6.04581400","2009-08-28","1150","3100","6","INCENDIO REPRODUCIDO","24","0","7","0","0"
"2005362839","360.0000","0","1","GALICIA","PONTEVEDRA","VIGO-BAIXO MIÑO","SALCEDA DE CASELAS","42.13285400","-8.56401600","2005-08-19","1870","1900","4","Provocados por pirómanos","76","7","4","40378","850993"
"2002490325","359.6600","0","0","CASTILLA Y LEON","ZAMORA","BERMILLO DE SAYAGO","VILLAR DEL BUEY","41.32950200","-6.27441900","2002-08-19","465","1275","4","Sin datos","89","4","6","0","0"
"2003380026","357.0000","0","0","CANARIAS","S.C. TENERIFE","EL HIERRO","FRONTERA","27.72178600","-18.04612300","2003-08-07","3080","4835","4","Sin datos","257","13","4","150000","0"
"2005362845","355.5000","0","0","GALICIA","PONTEVEDRA","O CONDADO-A PARANDATA","MONDARIZ","42.19713900","-8.42086900","2005-08-19","2780","2830","4","Otras motivaciones","106","10","10","78533","507005"
"2004490313","355.0000","0","0","CASTILLA Y LEON","ZAMORA","TABARA","TABARA","41.84745400","-5.99256800","2004-06-18","930","2700","2","TRABAJOS FORESTALES","109","9","6","0","968130"
"2001210078","355.0000","0","0","ANDALUCIA","HUELVA","EL ANDEVALO","EL CERRO DE ANDÉVALO","37.74400600","-6.95155600","2001-06-29","645","1230","2","TRABAJOS FORESTALES","161","7","7","30075","46915"
"2006150952","353.0000","0","0","GALICIA","A CORUÑA","FISTERRA","CARNOTA","42.80452500","-9.11998800","2006-07-16","1511","2835","4","Sin datos","120","17","7","0","490142"
"2005271136","352.0000","0","0","GALICIA","LUGO","TERRA DE LEMOS","QUIROGA","42.55880100","-7.11183800","2005-12-23","1650","1800","4","Sin datos","29","7","1","0","0"
"2009320522","350.0000","0","0","GALICIA","OURENSE","A LIMIA","LOBEIRA","42.00866400","-8.05176900","2009-03-22","1412","1720","4","Provocados por cazadores para facilitar la caza","54","5","6","0","68830"
"2009240541","350.0000","0","0","CASTILLA Y LEON","LEON","LA BAÑEZA","CASTROCONTRIGO","42.21174400","-6.18868000","2009-07-17","276","276","2","OTRAS NEGLIGENCIAS (ACTIVIDADES APÍCOLAS)","68","8","6","0","0"
"2006330787","350.0000","0","4","ASTURIAS","ASTURIAS","NARCEA","TINEO","43.41298500","-6.61522900","2006-03-29","1171","1245","4","Provocados por pastores y ganaderos para regenerar el pasto","37","2","2","0","84210"
"2006321054","350.0000","0","0","GALICIA","OURENSE","VERIN-VIANA","CUALEDRO","41.97837100","-7.56549300","2006-08-08","1325","2145","4","Provocados por campesinos para eliminar matorral y residuos agrícolas","52","9","2","0","41907"
"2006151004","350.0000","0","0","GALICIA","A CORUÑA","BERGANTIÑOS-MARIÑAS COR","PONTECESO","43.27863600","-8.92983700","2006-07-17","1573","1742","1","RAYO","20","4","3","0","0"
"2005323468","350.0000","0","4","GALICIA","OURENSE","O RIBEIRO-ARENTEIRO","MELÓN","42.29652100","-7.48212400","2005-08-30","1665","3555","4","Sin datos","19","0","2","0","0"
"2005240704","350.0000","0","1","CASTILLA Y LEON","LEON","CISTIERNA","CREMENES","42.87733600","-5.13048000","2005-08-16","0","0","1","RAYO","48","0","7","0","0"
"2002330667","350.0000","0","0","ASTURIAS","ASTURIAS","NARCEA","CANGAS DEL NARCEA","43.10511800","-6.55073300","2002-02-02","1350","1710","4","Provocados por pastores y ganaderos para regenerar el pasto","2","0","0","0","433907"
"2003280215","348.8500","0","9","MADRID","MADRID","TORRELAGUNA","BUSTARVIEJO","40.84387300","-3.72699900","2003-08-05","1385","2152","1","RAYO","270","33","12","0","0"
"2006361795","347.7500","0","0","GALICIA","PONTEVEDRA","O CONDADO-A PARANDATA","A CAÑIZA","42.18336400","-8.29462000","2006-08-10","720","930","4","Provocados por pirómanos","12","4","2","7590","263935"
"2001500089","347.6600","0","0","ARAGON","ZARAGOZA","VALDEJALÓN","SANTA CRUZ DE GRÍO","41.37421500","-1.42272800","2001-07-07","760","2550","2","QUEMA AGRÍCOLA (SIN ESPECIFICAR)","250","6","4","0","13823"
"2008490355","347.5000","0","0","CASTILLA Y LEON","ZAMORA","ALCAÑICES","GALLEGOS DEL RIO","41.73958300","-6.16782300","2008-08-30","631","6230","2","OTRAS NEGLIGENCIAS (FUEGOS ARTIFICIALES)","166","19","13","0","0"
"2002330693","345.5000","0","0","ASTURIAS","ASTURIAS","NARCEA","ALLANDE","43.23767500","-6.71428500","2002-02-02","0","0","4","Provocados por pastores y ganaderos para regenerar el pasto","7","0","0","0","627697"
"2009030057","345.0000","0","0","C. VALENCIANA","ALICANTE","LA MARINA ALTA","LA VALL D' ALCALÁ","38.79681100","-0.26478000","2009-07-22","1275","4240","2","OTRAS NEGLIGENCIAS (OTRAS)","262","15","14","0","521107"
"2010070067","344.2000","0","0","ILLES BALEARS","ILLES BALEARS","IBIZA","SANT JOAN DE LABRITJA","39.08529700","1.45852400","2010-08-22","4355","15975","2","HOGUERAS","427","22","21","0","0"
"2005240485","344.0000","0","0","CASTILLA Y LEON","LEON","VEGA DE ESPINAREDA","PARAMO DEL SIL","42.82477900","-6.49087100","2005-06-10","4665","4785","1","RAYO","55","3","5","0","0"
"2004290103","344.0000","0","0","ANDALUCIA","MALAGA","ANTEQUERA","MOLLINA","37.17534200","-4.68233500","2004-07-26","3200","2905","2","FUMADORES","178","8","9","128557","537959"
"2002330335","344.0000","0","0","ASTURIAS","ASTURIAS","NARCEA","CANGAS DEL NARCEA","43.10511800","-6.55073300","2002-01-29","0","0","4","Provocados por pastores y ganaderos para regenerar el pasto","9","1","0","0","144786"
"2005152180","341.0000","0","0","GALICIA","A CORUÑA","BARBANZA","NEGREIRA","42.89630600","-8.86255200","2005-08-22","1685","1715","4","Otras motivaciones","69","9","4","0","0"
"2005363088","340.8000","0","0","GALICIA","PONTEVEDRA","CALDAS-O SALNES","CALDAS DE REIS","42.56536400","-8.72765800","2005-08-22","820","1820","4","Provocados por pastores y ganaderos para regenerar el pasto","87","9","5","13430","529308"
"2006490042","340.0000","0","0","CASTILLA Y LEON","ZAMORA","PUEBLA DE SANABRIA","LUBIAN","42.05319900","-6.92154800","2006-02-11","2310","2490","4","Sin datos","35","0","1","2001","0"
"2006151763","340.0000","0","0","GALICIA","A CORUÑA","BARBANZA","RIBEIRA","42.63033900","-8.98374300","2006-08-09","1000","2595","4","Otras motivaciones","57","9","0","0","1087577"
"2003370120","340.0000","0","0","CASTILLA Y LEON","SALAMANCA","VITIGUDINO","PERALEJOS DE ARRIBA","41.01017400","-6.31137900","2003-08-10","240","1500","1","RAYO","95","8","2","0","26050"
"2003240057","340.0000","0","0","CASTILLA Y LEON","LEON","LA BAÑEZA","LUYEGO","42.33668600","-6.23526200","2003-04-03","2430","2520","3","MANIOBRAS MILITARES","20","1","0","0","0"
"2001370100","340.0000","0","0","CASTILLA Y LEON","SALAMANCA","BEJAR","S ESTEBAN DE LA SIERRA","40.51515800","-5.87535200","2001-08-12","540","1830","4","Sin datos","157","7","7","0","12533"
"2007490109","338.0000","0","0","CASTILLA Y LEON","ZAMORA","BERMILLO DE SAYAGO","BERMILLO DE SAYAGO","41.38014400","-6.16201100","2007-07-31","250","1790","4","Provocados por cazadores para facilitar la caza","126","14","7","0","0"
"2006030103","338.0000","0","0","C. VALENCIANA","ALICANTE","LA MARINA ALTA","VALL DE GALLINERA","38.84814500","-0.20499000","2006-09-14","2150","2885","4","Sin datos","69","6","13","0","47197"
"2005450241","338.0000","0","0","CASTILLA-MANCHA","TOLEDO","MONTES DE NAVAHERMOSA","SAN PABLO DE LOS MONTES","39.51980700","-4.26785900","2005-08-16","1620","4500","4","Provocados por cazadores para facilitar la caza","199","26","9","0","188448"
"2002210093","337.1000","0","0","ANDALUCIA","HUELVA","EL CONDADO","MANZANILLA","37.46694600","-6.46426200","2002-07-15","448","1196","4","Provocados por cazadores para facilitar la caza","166","17","20","24374","181273"
"2004151577","337.0000","0","0","GALICIA","A CORUÑA","BARBANZA","NEGREIRA","42.86834200","-8.82714700","2004-06-15","2675","3083","4","Sin datos","29","7","3","0","243886"
"2006361453","336.7300","0","0","GALICIA","PONTEVEDRA","DEZA-TABEIROS","LALÍN","42.72926800","-8.14446300","2006-08-04","1170","1815","4","Provocados por campesinos para eliminar matorral y residuos agrícolas","64","14","1","17007","697740"
"2005110087","335.6800","0","0","ANDALUCIA","CADIZ","CAMPO DE GIBRALTAR","SAN ROQUE","36.20662100","-5.36635900","2005-06-27","2415","3705","2","OTRAS NEGLIGENCIAS (ACTIVIDADES APÍCOLAS)","375","14","11","0","0"
"2005322969","335.0000","0","0","GALICIA","OURENSE","A LIMIA","XINZO DE LIMIA","42.36396600","-7.52066100","2005-08-18","910","3100","4","Sin datos","59","7","4","0","0"
"2005120005","334.0000","0","0","C. VALENCIANA","CASTELLON","LA PLANA ALTA","CABANES","40.18946800","0.18950300","2005-01-24","1275","2385","4","Provocados por pirómanos","34","4","4","0","0"
"2005151825","332.8700","0","0","GALICIA","A CORUÑA","FERROL","NEDA","43.50601300","-8.11102000","2005-08-15","1510","3010","4","Otras motivaciones","114","12","11","0","0"
"2006230120","332.5000","0","0","ANDALUCIA","JAEN","SIERRA MAGINA","JÓDAR","37.83660700","-3.37302300","2006-08-21","1180","1530","2","QUEMA DE BASURA","180","6","10","0","0"
"2009490516","332.0000","0","0","CASTILLA Y LEON","ZAMORA","TABARA","FERRERUELA","41.78780700","-5.96039300","2009-08-23","1291","2691","4","Provocados por cazadores para facilitar la caza","99","11","3","0","0"
"2004100258","330.8200","0","0","EXTREMADURA","CACERES","CACERES-CENTRO","ALCUÉSCAR","39.20358000","-6.29404800","2004-06-30","378","707","3","MOTORES Y MÁQUINAS (SIN ESPECIFICAR)","50","3","4","0","0"
"2009490549","330.6800","0","0","CASTILLA Y LEON","ZAMORA","ALCAÑICES","FIGUERUELA DE ARRIBA","41.88498700","-6.56784800","2009-09-03","625","2550","4","Provocados para ahuyentar animales (lobos, jabalíes)","93","7","5","0","0"
"2006320997","330.0000","0","0","GALICIA","OURENSE","MIÑO-ARNOIA","VILAMARÍN","42.46782300","-7.89656500","2006-08-06","3205","6630","4","Sin datos","152","8","4","0","180486"
"2005323139","330.0000","0","0","GALICIA","OURENSE","MIÑO-ARNOIA","AMOEIRO","42.27110000","-7.52721200","2005-08-21","5270","5920","2","OTRAS NEGLIGENCIAS (OTRAS)","54","8","7","0","0"
"2004322255","330.0000","0","0","GALICIA","OURENSE","O RIBEIRO-ARENTEIRO","CENLLE","42.37702900","-8.09994600","2004-07-24","5105","5865","4","Sin datos","46","43","13","0","999088"
"2002390092","330.0000","0","0","CANTABRIA","CANTABRIA","COMARCA 4","CABUÉRNIGA","43.21396600","-4.30307800","2002-01-26","1710","1770","4","Provocados por pastores y ganaderos para regenerar el pasto","22","0","0","5190","40320"
"2006490231","329.0000","0","0","CASTILLA Y LEON","ZAMORA","TABARA","RIOFRIO DE ALISTE","41.83866900","-6.18183800","2006-08-31","600","3720","4","Sin datos","168","17","10","30419","0"
"2001060207","328.8600","0","0","EXTREMADURA","BADAJOZ","LA SERENA","DON BENITO","38.94491100","-5.89155000","2001-07-23","700","1720","5","CAUSA DESCONOCIDA","39","5","4","0","0"
"2002330684","327.0000","0","0","ASTURIAS","ASTURIAS","EO-NAVIA","GRANDAS DE SALIME","43.19769500","-6.90079700","2002-02-02","0","0","6","INCENDIO REPRODUCIDO","11","1","0","0","615684"
"2002470044","326.6100","0","0","CASTILLA Y LEON","VALLADOLID","QUINTANILLA DE ONESIMO","VALBUENA DE DUERO","41.66466900","-4.28223000","2002-07-27","505","624","3","MOTORES Y MÁQUINAS (SIN ESPECIFICAR)","64","16","4","3549","30048"
"2006390319","325.0000","0","0","CANTABRIA","CANTABRIA","COMARCA 10","ARREDONDO","43.26925500","-3.63252000","2006-03-26","1290","1380","2","QUEMA PARA REG. PASTOS (SIN ESPECIFICAR)","8","0","0","317","2816"
"2002151839","325.0000","0","0","GALICIA","A CORUÑA","SANTIAGO-MESETA INTERIOR","TEO","42.79185800","-8.57014300","2002-08-31","1805","3140","4","Provocados por pastores y ganaderos para regenerar el pasto","105","14","14","0","202306"
"2005440144","324.5000","0","2","ARAGON","TERUEL","CUENCAS MINERAS","CAÑIZAR DEL OLIVAR","40.81698900","-0.61441300","2005-07-17","1170","2940","2","FUMADORES","226","16","8","0","136053"
"2005410092","323.8700","0","0","ANDALUCIA","SEVILLA","SIERRA NORTE","GUILLENA","37.63189100","-6.07698100","2005-07-29","475","2555","3","LÍNEAS ELÉCTRICAS","142","10","13","0","0"
"2007490134","321.3000","0","0","CASTILLA Y LEON","ZAMORA","ALCAÑICES","SAMIR DE LOS CAÑOS","41.67821400","-6.20705000","2007-08-05","471","1700","4","Sin datos","47","9","10","0","0"
"2001060299","321.0000","0","0","EXTREMADURA","BADAJOZ","BADAJOZ-CENTRO","MÉRIDA","39.06145000","-6.40015900","2001-07-02","400","400","5","CAUSA DESCONOCIDA","68","13","4","0","0"
"2005290149","320.6600","0","0","ANDALUCIA","MALAGA","COSTA DEL SOL","CASARES","36.38899600","-5.24299800","2005-07-04","580","2320","3","LÍNEAS ELÉCTRICAS","480","18","10","116268","5855"
"2010090101","320.0400","0","0","CASTILLA Y LEON","BURGOS","MIRANDA DE EBRO","CONDADO DE TREVIÑO","42.72972200","-2.71130400","2010-08-26","417","8614","2","OTRAS NEGLIGENCIAS (OTRAS)","242","73","11","0","0"
"2009370310","320.0000","0","0","CASTILLA Y LEON","SALAMANCA","CIUDAD RODRIGO","OTRA PROVINCIA","40.84015100","-6.82938300","2009-08-19","480","2580","2","QUEMA DE MATORRAL (SIN ESPECIFICAR)","214","5","12","0","0"
"2008490234","320.0000","0","0","CASTILLA Y LEON","ZAMORA","EL PUENTE","TREFACIO","42.14423800","-6.66408000","2008-04-06","865","1545","4","Provocados por pastores y ganaderos para regenerar el pasto","34","1","5","0","0"
"2007321043","320.0000","0","0","GALICIA","OURENSE","VALDEORRAS-TRIVES","CHANDREXA DE QUEIXA","42.33739100","-7.35114900","2007-11-10","1641","2306","4","Provocados por pastores y ganaderos para regenerar el pasto","49","4","2","0","97306"
"2006151568","320.0000","0","0","GALICIA","A CORUÑA","BARBANZA","PORTO DO SON","42.72779800","-8.95326600","2006-08-06","2445","2625","4","Provocados por campesinos para eliminar matorral y residuos agrícolas","112","2","0","0","912886"
"2002250008","320.0000","0","0","CATALUÑA","LLEIDA","VAL D ARAN","NAUT ARAN","42.71114400","0.88864800","2002-01-29","1035","2215","2","QUEMA PARA REG. PASTOS (SIN ESPECIFICAR)","18","3","1","0","0"
"2007430104","319.9000","0","5","CATALUÑA","TARRAGONA","BAIX CAMP","MONT-ROIG DEL CAMP","41.04180300","0.93136100","2007-07-04","1751","3662","3","LÍNEAS ELÉCTRICAS","302","71","10","0","0"
"2009240616","317.9000","0","0","CASTILLA Y LEON","LEON","RIAÑO","BOCA DE HUERGANO","42.99058100","-4.93151800","2009-08-17","5133","5133","4","Sin datos","95","4","17","0","0"
"2006361716","317.4500","0","0","GALICIA","PONTEVEDRA","DEZA-TABEIROS","A ESTRADA","42.61222400","-8.48277900","2006-08-08","6340","6700","4","Provocados por campesinos para eliminar matorral y residuos agrícolas","41","7","3","22716","0"
"2001210135","316.9200","0","1","ANDALUCIA","HUELVA","EL ANDEVALO","SANTA BÁRBARA DE CASA","37.76257900","-7.15262100","2001-08-04","420","450","4","Provocados por venganzas","98","5","7","0","95184"
"2005361301","316.0000","0","0","GALICIA","PONTEVEDRA","O CONDADO-A PARANDATA","PONTEAREAS","42.17505500","-8.45764900","2005-03-18","835","925","4","Provocados por pirómanos","44","13","3","18867","612648"
"2006152167","313.0000","0","0","GALICIA","A CORUÑA","BARBANZA","PADRÓN","42.76742700","-8.58741100","2006-08-09","635","975","4","Sin datos","2","0","0","0","438355"
"2003130098","311.5000","0","0","CASTILLA-MANCHA","CIUDAD REAL","PASTOS","PUERTOLLANO","38.65099400","-4.05886700","2003-07-29","600","1740","5","CAUSA DESCONOCIDA","101","12","6","0","3028512"
"2001180151","310.0000","0","2","ANDALUCIA","GRANADA","SIERRA NEVADA (GR)","PINOS GENIL","37.16419600","-3.52207200","2001-08-24","635","945","2","QUEMA DE BASURA","234","12","12","0","104179"
"2009240276","308.2900","0","0","CASTILLA Y LEON","LEON","VEGA DE ESPINAREDA","PERANZANES","42.84249800","-6.68069000","2009-03-22","973","1211","4","Sin datos","12","1","2","0","0"
"2008490346","308.0000","0","0","CASTILLA Y LEON","ZAMORA","BERMILLO DE SAYAGO","FARIZA","41.36176300","-6.28667600","2008-08-28","4305","6075","3","MOTORES Y MÁQUINAS (VEHÍCULOS LIGEROS Y PESADOS)","102","14","12","0","0"
"2007100126","307.0000","0","0","EXTREMADURA","CACERES","CACERES-CENTRO","RUANES","39.34554900","-6.00275400","2007-07-13","170","545","4","Provocados por campesinos para eliminar matorral y residuos agrícolas","79","11","5","0","0"
"2003370101","306.6000","0","0","CASTILLA Y LEON","SALAMANCA","GUIJUELO","MEMBRIBE DE LA SIERRA","40.70470400","-5.79690700","2003-08-05","210","1635","3","LÍNEAS ELÉCTRICAS","152","10","0","0","12353"
"2008390257","305.0000","0","0","CANTABRIA","CANTABRIA","COMARCA 8","VEGA DE PAS","43.15120700","-3.76463200","2008-02-08","2820","2880","4","Provocados por pastores y ganaderos para regenerar el pasto","10","0","0","77","65466"
"2005040083","301.3500","0","0","ANDALUCIA","ALMERIA","SIERRA NEVADA  (AL)","BEIRES","37.01801000","-2.77485300","2005-08-10","340","2665","2","ESCAPE DE VERTEDERO","212","13","10","88044","5882"
"2004270457","300.6900","0","0","GALICIA","LUGO","TERRA DE LEMOS","QUIROGA","42.48844900","-7.24658300","2004-06-06","1520","1660","1","RAYO","136","18","3","6850","61831"
"2009110055","300.2800","0","0","ANDALUCIA","CADIZ","CAMPO DE GIBRALTAR","TARIFA","36.10490700","-5.76935200","2009-07-18","4323","13398","4","Sin datos","530","30","24","0","0"
"2009320526","300.0000","0","0","GALICIA","OURENSE","A LIMIA","XINZO DE LIMIA","42.01244900","-7.77521300","2009-03-22","928","1405","5","CAUSA DESCONOCIDA","49","6","2","0","115637"
"2009060101","300.0000","0","0","EXTREMADURA","BADAJOZ","BADAJOZ-CENTRO","FUENTE DEL MAESTRE","38.50538500","-6.41414100","2009-07-29","670","5950","4","Provocados por cazadores para facilitar la caza","46","0","3","0","0"
"2006240451","300.0000","0","0","CASTILLA Y LEON","LEON","VILLAFRANCA","VILLAFRANCA DEL BIERZO","42.70185700","-6.80745100","2006-09-08","5938","6418","2","QUEMA PARA REG. PASTOS (SIN ESPECIFICAR)","67","5","5","0","0"
"2005490681","300.0000","0","0","CASTILLA Y LEON","ZAMORA","EL PUENTE","PÍAS","42.09788300","-6.97108200","2005-08-15","9810","10169","2","OTRAS NEGLIGENCIAS (OTRAS)","37","0","4","24746","0"
"2004390018","300.0000","0","0","CANTABRIA","CANTABRIA","COMARCA 10","ARREDONDO","43.26925500","-3.63252000","2004-02-03","3145","3235","5","CAUSA DESCONOCIDA","8","0","0","294","0"
"2003100109","300.0000","0","0","EXTREMADURA","CACERES","CACERES-CENTRO","ALCÁNTARA","39.62577900","-6.99831400","2003-06-12","515","845","3","MOTORES Y MÁQUINAS (SIN ESPECIFICAR)","35","2","1","0","0"
"2002240074","300.0000","0","0","CASTILLA Y LEON","LEON","TRUCHAS","TRUCHAS","42.26897900","-6.41487700","2002-03-21","360","360","4","Provocados por pastores y ganaderos para regenerar el pasto","11","0","0","0","0"
"2002100518","300.0000","0","0","EXTREMADURA","CACERES","AMBROZ-JERTE Y TIETAR","VILLANUEVA DE LA VERA","40.14761500","-5.44188700","2002-07-02","3930","8510","5","CAUSA DESCONOCIDA","182","18","13","0","0"
"2001220044","300.0000","0","0","ARAGON","HUESCA","LA JACETANIA","JACA","42.57471900","-0.54966400","2001-08-01","2845","4260","1","RAYO","79","2","3","84","1200066"
"2001151636","300.0000","0","0","GALICIA","A CORUÑA","FISTERRA","CAMARIÑAS","43.17531400","-9.14773100","2001-09-09","1630","1980","4","Sin datos","96","7","7","0","1045125"
"2009130156","299.0000","0","1","CASTILLA-MANCHA","CIUDAD REAL","MONTES NORTE","ALCOBA","39.35373200","-4.53137800","2009-07-02","568","2561","4","Sin datos","278","10","28","0","0"
"2004210088","298.0000","0","0","ANDALUCIA","HUELVA","EL ANDEVALO","SANTA BÁRBARA DE CASA","37.80757400","-7.22910600","2004-07-11","280","446","4","Sin datos","108","12","8","0","17354"
"2007370174","297.0000","0","0","CASTILLA Y LEON","SALAMANCA","CIUDAD RODRIGO","PUERTO SEGURO","40.79512900","-6.72914400","2007-08-18","1095","2730","4","Provocados por pastores y ganaderos para regenerar el pasto","144","9","8","0","4680"
"2003170157","297.0000","0","0","CATALUÑA","GIRONA","BAIX EMPORDA","CASTELL-PLATJA D' ARO","41.81827100","3.03491800","2003-08-29","360","3480","3","LÍNEAS ELÉCTRICAS","617","99","20","0","0"
"2002180067","296.0000","0","0","ANDALUCIA","GRANADA","LOS MONTES","VILLANUEVA DE LAS TORRES","37.54827300","-3.10461500","2002-06-26","530","1080","2","OTRAS NEGLIGENCIAS (SIN ESPECIFICAR)","99","11","2","571","8926"
"2009330948","295.7800","0","0","ASTURIAS","ASTURIAS","EO-NAVIA","ILLANO","43.31657000","-6.79463200","2009-03-21","4786","6207","4","Provocados por pastores y ganaderos para regenerar el pasto","108","18","9","0","388947"
"2004060228","293.0000","0","0","EXTREMADURA","BADAJOZ","LA SERENA","CASTUERA","38.79317800","-5.56870500","2004-07-28","190","335","4","Sin datos","54","7","0","0","0"
"2005361239","292.0000","0","0","GALICIA","PONTEVEDRA","DEZA-TABEIROS","FORCAREI","42.62318800","-8.37364600","2005-03-17","445","665","4","Provocados por pastores y ganaderos para regenerar el pasto","55","8","8","43179","63185"
"2006361703","291.5000","0","0","GALICIA","PONTEVEDRA","CALDAS-O SALNES","PONTE CALDELAS","42.36703500","-8.52559000","2006-08-08","6710","7370","4","Provocados por pastores y ganaderos para regenerar el pasto","72","10","0","19188","924226"
"2003270351","290.3000","0","1","GALICIA","LUGO","LUGO-SARRIA","LUGO","43.08766300","-7.47514000","2003-06-21","891","1885","4","Sin datos","81","7","7","7782","811076"
"2009331781","290.0000","0","0","ASTURIAS","ASTURIAS","NARCEA","DEGAÑA","42.94393700","-6.56750700","2009-08-30","2822","4178","4","Provocados por pastores y ganaderos para regenerar el pasto","83","5","5","0","0"
"2009331018","290.0000","0","0","ASTURIAS","ASTURIAS","NARCEA","ALLANDE","43.24335600","-6.71934700","2009-03-21","0","0","4","Provocados para ahuyentar animales (lobos, jabalíes)","9","0","2","0","356471"
"2006321165","290.0000","0","0","GALICIA","OURENSE","MIÑO-ARNOIA","VILAMARÍN","42.49314300","-7.87661300","2006-08-10","900","1800","4","Sin datos","57","6","4","0","2529571"
"2004100364","290.0000","0","0","EXTREMADURA","CACERES","CACERES-CENTRO","CÁCERES","39.43634500","-6.60824300","2004-07-18","373","1998","4","Sin datos","132","7","9","0","17280"
"2003410040","290.0000","0","1","ANDALUCIA","SEVILLA","SIERRA NORTE","EL PEDROSO","37.75784200","-5.74070600","2003-07-04","522","1393","2","TRABAJOS FORESTALES","200","6","13","0","49601"
"2003410133","289.7100","0","1","ANDALUCIA","SEVILLA","SIERRA NORTE","EL CASTILLO DE LAS GUARDAS","37.70547900","-6.35377400","2003-08-15","1065","1305","3","MOTORES Y MÁQUINAS (SIN ESPECIFICAR)","106","11","9","0","361501"
"2005100578","289.3200","0","0","EXTREMADURA","CACERES","SIERRA DE SAN PEDRO","HERRERA DE ALCÁNTARA","39.55641400","-7.44633100","2005-08-07","670","2980","4","Provocados contra el acotamiento de la caza","138","23","12","0","132222"
"2003100453","288.9100","0","0","EXTREMADURA","CACERES","AMBROZ-JERTE Y TIETAR","CABEZABELLOSA","40.14201000","-5.99836000","2003-08-14","1525","5905","4","Sin datos","88","7","3","0","0"
"2009450240","288.6200","0","0","CASTILLA-MANCHA","TOLEDO","TALAVERA","LA PUEBLANUEVA","39.92860100","-4.75257300","2009-07-01","538","2679","3","MOTORES Y MÁQUINAS (COSECHADORAS)","162","13","15","0","0"
"2005151678","288.6000","0","0","GALICIA","A CORUÑA","BARBANZA","PORTO DO SON","43.07646100","-9.20436800","2005-08-13","1865","2095","4","Sin datos","16","1","0","0","0"
"2003270668","288.1200","0","0","GALICIA","LUGO","TERRA CHA","RIBEIRA DE PIQUÍN","43.22544500","-7.19453300","2003-08-12","2575","5755","1","RAYO","89","6","5","2199","1101838"
"2006151801","288.0000","0","0","GALICIA","A CORUÑA","FISTERRA","VIMIANZO","43.06740400","-9.01074700","2006-08-07","385","1225","4","Otras motivaciones","87","12","0","0","937588"
"2005324179","288.0000","0","0","GALICIA","OURENSE","A LIMIA","VILAR DE BARRIO","42.44069000","-8.01427600","2005-10-08","230","1350","4","Provocados por pastores y ganaderos para regenerar el pasto","19","2","0","0","0"
"2003080195","287.6800","0","0","CATALUÑA","BARCELONA","BAGES","CASTELLBELL I EL VILAR","41.64044600","1.85385700","2003-07-13","1639","3079","2","FUMADORES","479","85","12","0","0"
"2004322625","287.0000","0","0","GALICIA","OURENSE","O RIBEIRO-ARENTEIRO","AVIÓN","42.38155300","-8.25749400","2004-08-02","1465","1945","4","Sin datos","46","7","10","0","1220634"
"2005490805","286.0000","0","0","CASTILLA Y LEON","ZAMORA","EL PUENTE","GALENDE","42.16355900","-6.72336400","2005-09-30","9470","10250","4","Sin datos","31","1","7","15858","0"
"2010460120","285.0000","0","0","C. VALENCIANA","VALENCIA","LA SAFOR","SIMAT LA VALLDIGNA","39.03711600","-0.30772400","2010-09-06","2620","6970","4","Sin datos","206","6","10","0","12582"
"2008390171","285.0000","0","0","CANTABRIA","CANTABRIA","COMARCA 10","ARREDONDO","43.26925500","-3.63252000","2008-02-16","2490","2520","4","Provocados por pastores y ganaderos para regenerar el pasto","8","0","0","77","71874"
"2005500217","284.8900","0","0","ARAGON","ZARAGOZA","COMUNIDAD DE CALATAYUD","NUÉVALOS","41.23609600","-1.79975900","2005-07-16","1455","2475","3","LÍNEAS ELÉCTRICAS","113","7","7","1879","1607808"
"2003080293","284.7900","0","1","CATALUÑA","BARCELONA","MARESME","TORDERA","41.69452100","2.71278400","2003-08-13","3186","3666","4","Sin datos","260","26","15","0","847880"
